"","canc1","canc2","canc3","canc4","canc5","canc6","canc7","canc8","canc9","canc10","canc11","canc12","canc13","canc14","canc15","canc16","canc17","canc18","canc19","canc20","canc21","canc22","canc23","canc24","canc25"
"gene710",1.71,-0.18,-1.08,-0.3,1.23,1.99,-0.35,-1.02,1.73,0.41,0.64,-1.5,0.75,-0.06,-0.5,-1.31,0.05,0.29,0.17,1.19,1.88,-0.5,-1.14,-1.38,0.29
"gene711",1.9,-0.46,0.35,-1.05,-0.85,-0.42,0.9,0.82,-0.51,1.44,1.29,-0.59,-0.35,-0.59,0.48,0.89,-1.52,2.13,0.98,-0.83,1.01,-1.09,0.48,-0.24,-0.47
"gene712",0.42,1.83,0.38,-1.16,-0.16,-0.97,0.13,-0.23,0.78,0.65,-0.01,1.35,0.29,0.58,-0.19,0.21,0.66,-0.63,-0.12,0.54,-1.22,-1.49,-0.41,0.24,-1.44
"gene713",-0.78,-0.27,2.71,-0.76,1.82,-0.92,-1.76,0.79,0.14,-0.67,0.28,1.46,-1.11,-0.21,-0.12,-0.3,-0.14,-0.33,1.13,1.55,0.09,-0.45,0.96,-0.06,0.86
"gene714",-1.45,-0.46,-0.88,-1.48,-0.94,0.42,-1.16,-0.05,0.18,0.72,-0.34,-0.53,0.3,-0.02,-1.74,-2.23,-0.26,-1.35,1.1,-2.16,0.82,0.82,0.64,-0.71,0.44
"gene715",0.35,-0.83,0.12,1.3,0.92,-0.87,1.69,-0.58,-0.85,-0.8,-1.07,0.86,0.99,-1.59,2.06,2.2,-0.29,-0.47,0.45,-0.41,0.72,-0.7,0.75,-0.55,0.71
"gene716",1.21,0.37,0.66,-1.03,-0.56,0.72,-1.58,-0.55,-0.34,0.47,0.25,1.22,-0.89,-0.84,-0.3,1.7,-1,0.69,-0.77,0.09,-0.62,-0.81,-1.36,0.73,0.12
"gene717",0.55,0.84,0.15,0.18,-0.07,1.19,-0.74,0.33,-0.09,0.21,-0.11,-0.71,0.01,-0.61,-0.15,-0.1,-0.19,0.61,0.35,-0.26,-0.58,-0.83,-0.82,0.36,0.92
"gene718",-1.55,-0.92,1.47,-0.38,1.45,-0.8,-0.34,-0.21,0.52,-0.22,-0.69,-1.05,0.04,0.66,-0.73,0.53,1.18,-0.14,1.04,-1.36,1.14,-0.59,0,0.55,-1.36
"gene719",-2.24,0.47,0.69,0.14,0.23,0.25,-2.32,0.3,-1.59,0.02,-1.59,0.13,-0.03,0.13,0.97,0.15,-0.66,0.37,-2.61,1.34,0.27,-0.05,-0.66,-1.27,1.15
"gene720",0.4,-0.87,-0.48,-1.3,1.11,-0.38,-1.19,-0.54,1.48,-0.33,0.09,0.61,-0.37,-1.83,-0.99,-0.4,-1.14,-0.46,0.31,-1.32,0.14,-0.01,-2.29,0.19,0.7
"gene721",1.43,0.45,0.72,-0.26,-1.49,-0.95,-0.17,-1.56,-0.12,-0.65,0.46,-0.97,-2.65,0.97,1.03,-0.57,0.39,1.45,-1.47,1.22,2.42,0.59,-0.13,0.42,0.55
"gene722",-0.26,-0.03,0.02,0.19,0.99,-1.18,0.42,-0.35,-0.37,0.5,0.91,0.59,-0.88,0.37,0.11,0.65,0.24,-2.44,0.91,-1.71,2.48,-0.97,-0.08,-1,0.96
"gene723",-0.42,1.4,0.78,1.32,-0.29,-0.31,-0.01,0.33,-1.09,-2.55,1.12,0.09,-1.15,-1.62,0.51,-2.24,0.2,-0.41,1.57,-0.97,0.06,-0.36,0.72,0.64,-1.36
"gene724",1.56,-0.01,-0.71,0.05,-0.26,1.71,0.85,-0.15,-1.21,-0.64,0.4,-1.39,-0.63,-2.1,0.78,-0.95,-0.85,0.74,0.2,-0.89,-0.89,1.21,-0.45,0.61,0.6
"gene725",0.82,-0.57,1.68,-0.39,1.14,-1.13,-0.46,-0.99,-0.31,0.37,0.1,-1.48,-0.13,-0.65,-1.83,-0.97,-1.16,-0.02,-0.51,0.05,0.91,1.42,1.78,-1.34,-0.8
"gene726",0.4,-0.34,2.22,1.42,-0.13,-1.47,-2.29,-0.32,-0.54,0.72,1.03,-0.29,-1.34,0.44,-1.54,0.02,0.16,0.15,0.91,0.63,1.55,-0.42,1.48,0.55,0.34
"gene727",-0.68,-0.78,-2.24,0.48,1.45,-0.64,1.29,-0.95,1.95,0.67,-1.38,0.47,0.48,0.09,-1.36,0.24,0.43,-1.04,-2,0.16,1.46,0.09,-0.18,1.76,-0.86
"gene728",0.85,1.73,-1.45,0.58,2.86,-0.52,-0.32,0.44,-0.54,-0.66,-0.59,1.05,-0.61,1.36,1.61,-0.16,-0.42,0.94,1.05,-2.35,0.13,0.75,-0.83,1.04,0.95
"gene729",2.55,-0.01,0.64,1.27,0.72,-0.56,-0.03,1.3,-0.18,-0.38,1.01,-0.65,0.27,-0.74,1,-0.19,0.99,1.96,-1.19,0.46,-0.19,1.06,-0.33,1.41,-1.99
"gene730",0.4,-2.22,-1.43,1.81,-1.29,0.58,-0.7,1.62,-1.04,0.11,-0.06,0.58,-0.35,-1.17,-1.2,-0.59,-1.35,0.52,-0.07,0.17,1.12,-1.72,-1.22,1.9,-0.11
"gene731",0.53,-2.09,-0.51,-0.13,0.26,0.18,1.82,-0.92,1.89,-0.69,0.23,2.05,1.29,-1.85,-1.42,0.75,-0.36,1.73,-1.39,0.43,0.83,-2.03,-0.15,-1.9,-2.16
"gene732",1.38,-1.86,1.62,-1.76,-0.03,0.71,-0.42,-0.33,0.57,0.59,1.09,-0.37,-0.58,0.51,-0.39,-0.47,1.67,3.72,0.8,0.77,-0.05,-2.21,-0.6,0.58,-1.3
"gene733",-0.89,0.26,1.3,0.24,-0.12,0.64,-0.06,0.15,0.12,0.62,-0.89,-1.22,-0.65,-0.32,0.5,0.11,0.28,-1.14,0.3,0.4,0.57,-0.86,-0.74,0.4,0.93
"gene734",0.77,0.64,-0.62,-0.5,1.99,-0.64,2.04,1.79,0.64,0.02,0.57,-0.46,1.2,-0.59,-0.06,-1.56,0.38,0.64,0.39,0.83,-0.03,-0.11,0.24,-0.03,0.02
"gene735",0.93,1.21,-1.28,-2,-0.96,0.31,-0.33,0.02,-0.18,1.63,-1.54,0.48,0.54,1.23,-0.35,-0.14,2.53,2.27,-1.17,0.04,-0.31,1.14,-0.63,0.27,0.02
"gene736",-0.44,-3.12,1.01,1.08,-1.19,-0.48,0.3,-1.49,-0.23,-1.01,-2.06,0.55,0.31,1.79,-0.01,1.75,-1.24,0.36,0.19,1.3,-0.27,-0.23,0.9,0.34,-0.58
"gene737",0.37,0.58,-2.07,-0.06,1.07,0.46,-1.45,1.15,2.27,0.36,-0.96,0.36,-0.16,0.03,-0.71,-2.67,-0.81,1.5,1.51,1.64,-0.25,0.01,0.74,1.53,0.73
"gene738",-0.96,1.37,0.23,1.11,0.41,0.15,1.23,-0.1,0.77,0.42,-1.22,0.08,-1.24,0.43,0.62,0.56,-1.02,0.39,-0.49,1.42,0.88,0.1,1.17,-0.04,-0.57
"gene739",-0.33,1.31,0.52,-1.49,0.13,1.05,-0.37,0.19,-0.17,-1.2,-0.4,0.78,0.64,-1.05,0.07,0.67,1.05,-0.74,1.16,-1.57,-1.9,1.23,-0.62,-0.04,0.62
"gene740",-0.72,0.07,0.04,-0.55,0.15,-1.11,0.06,-1.81,-0.99,0.43,-1.04,-1.46,0.63,1.39,-0.5,-0.16,-0.02,-0.78,0.73,0.43,1.66,1.51,-0.3,2.05,-0.42
"gene741",0.83,0.33,-0.13,-0.71,0.06,-0.6,1.36,-0.15,-0.72,0.27,-1.07,-2.15,-0.11,0.17,0,-0.15,-0.5,-0.46,0.5,1.38,-1.7,0.91,-0.74,0.18,0.8
"gene742",0.4,-0.5,-1.01,0.4,0.8,0.8,0.07,0.59,-1.32,-1.25,1.1,-1.07,0.01,0.82,1.43,-2.24,0.46,-0.23,-0.26,0.61,1.17,-0.37,0.57,1.7,-0.89
"gene743",-0.28,-0.02,0.53,-0.29,1.18,-0.89,0.99,-0.01,0.23,0.91,1.16,-0.11,-0.46,0.14,-0.88,0.89,-1.12,1.14,-0.2,-1.33,-0.41,1.78,-0.04,-1.96,0.09
"gene744",3.23,0.33,2.1,0.94,2.14,0.28,0.23,-0.37,1.82,-0.4,-0.51,-0.1,1.28,-2.62,0.27,0.27,-1.55,0.7,0.42,-0.96,0.33,-0.18,0.45,-0.3,-0.15
"gene745",0.34,2.31,0.59,0.62,1.17,-1.71,-1.11,0.33,0.6,-0.73,-0.41,-0.3,-0.87,-1.58,-0.51,0.17,1.17,-1.91,0.87,-0.8,-0.86,-0.84,-1.02,-0.38,-0.45
"gene746",-1.35,0.76,-0.79,-0.31,1.36,-0.35,1.36,-0.67,-1.17,-0.19,0.84,0.86,0.5,0.12,0.45,-0.03,0.77,-2.31,-0.17,-0.42,0.54,-1.97,0.02,-0.75,-0.99
"gene747",-0.53,0.26,-0.86,-1.26,1.35,0.74,-1.91,0.13,-0.42,1.2,-1.2,-0.29,0.28,-0.14,-0.22,-1.73,1.71,1.93,1.81,0.56,-1.08,1.58,-0.12,0.78,1.32
"gene748",1.77,-0.88,0.22,-0.73,1.65,0.27,0.83,0.1,-0.69,2.13,0.34,-0.79,-0.5,0.93,-1.11,-1.48,-1.44,1.15,-2.63,-0.17,-0.65,-0.09,-0.92,-0.7,1.09
"gene749",0.81,0.62,0.09,0.01,-1.16,-0.91,-1.17,-0.66,0.34,1.58,2.05,0.29,0.44,-0.27,-0.12,1.1,0.55,-1.53,-0.17,-0.08,-0.54,1.33,-1.29,-0.64,-0.03
"gene750",1.46,-1.17,1.1,0.58,-0.02,-0.78,-0.54,-0.6,-1.77,-0.89,0.08,0.51,0.59,-0.5,0.97,0.65,1.42,0.39,-0.84,0.18,-0.35,-0.72,1.34,1.25,-0.92
"gene751",0.17,-0.49,-0.48,0.68,1.35,1.28,0.82,1.24,0.69,-1.04,1.13,-0.33,0.08,0.65,-0.91,-0.13,-0.04,-0.3,-0.27,-0.84,-1.45,-1.73,0.12,0.44,-1.46
"gene752",1.05,-1.12,0.4,1.74,-0.18,-0.02,0.93,2.2,-0.49,0.06,0.87,0.53,0.18,-0.64,-0.7,-1.03,-1.15,-0.02,0.15,-0.45,0.4,1.01,-1.09,0.79,0.92
"gene753",-1.71,-0.1,1.58,-1.51,2.23,0.07,-0.16,-0.5,-1.79,-1.57,-0.56,0.37,0.44,1.47,0.8,1.26,-2.25,0.68,-0.1,-1.23,-0.58,-0.12,0.46,0.19,-1.86
"gene754",-0.1,-0.83,-0.12,0.8,0.9,0.16,0.1,-0.97,1.75,-0.32,-0.4,-1.52,0.39,-0.08,-0.3,1.15,-0.85,-0.01,-0.69,0.14,0.53,0.7,0.57,-0.23,1.57
"gene755",0.94,-1,0.05,-1.05,-0.66,-0.11,0.83,0.2,1.22,0.69,1.4,0.4,-0.99,0.21,-0.71,2.35,0.67,-0.27,0.97,1.23,-1.35,0.06,0.64,0.08,-0.55
"gene756",0.16,-0.57,1.36,0.29,-1.35,0.5,-0.61,1.67,-0.52,-0.77,-1.3,0.46,1.75,1.56,-1,-0.19,-0.63,-0.25,-1.19,2.07,1.01,0.81,-2.21,0.13,0.85
"gene757",-0.79,-0.53,0.42,-0.63,-0.26,-1.13,-1.94,-0.97,0.36,1.22,-0.86,-2.03,-0.17,1.36,0.03,-1.11,0.83,-1.3,0.74,1.17,0.12,-1.43,-0.17,0.31,0.05
"gene758",0.31,-0.62,0.08,-0.34,0.86,-0.75,1.75,-0.01,-0.5,-0.18,-0.75,-0.94,-0.02,0.78,-0.78,1.09,0.42,1.04,0.93,0.92,0.2,0.61,1.76,1.3,-1.11
"gene759",-0.84,-0.06,0.08,-1.84,-0.13,0.11,-0.13,0.03,2.25,0.16,1.07,0.12,1.17,-0.4,0.57,0.27,2.31,-0.78,0.48,-0.27,-0.31,0.5,0.55,2.16,0.6
"gene760",-0.88,0.15,0.71,0.68,0.21,0.45,0.17,-2.9,2.2,1.06,0.51,1.09,0.56,0.09,0.51,-1.83,1.12,0.14,0.39,-0.51,-0.85,0.24,-0.26,-1.44,-0.23
"gene761",0.73,-0.19,-0.61,0.3,0.74,-0.06,-0.41,-1.13,-0.15,0.18,-0.9,-0.06,0.02,-1.35,-1.04,0.2,-0.89,-1.1,0.67,1.5,0.44,0.94,0.66,1.16,-0.72
"gene762",0.29,1.33,-1.14,-0.82,0.04,-0.29,0.28,-0.18,-0.44,0.21,-0.61,0.79,0.44,1.26,0.6,0.8,0.59,1,0.18,0,0.53,1.81,-0.06,-0.67,-1.84
"gene763",-0.63,0.79,0.84,1.11,-1.52,0.16,-1.94,-0.13,-0.72,-1.22,-1.69,-0.61,-0.9,0.35,-1.68,-0.48,-1.75,0.8,1.44,-0.12,-0.05,0.93,-1.09,1.01,0.33
"gene764",0.09,0.29,0.23,-0.93,-0.09,0.82,0.65,1.18,0.68,-0.4,-0.29,-0.06,-1.02,-0.13,0.3,-0.37,-1.08,-1.43,-0.77,-0.15,0.1,0.79,0.05,0.21,-2.15
"gene765",0.86,0.74,-0.86,-0.83,0.5,0.74,0.01,0.11,-2.12,0.72,-0.29,0.2,-1.02,0.83,-1.02,-0.58,0.47,1.4,0.42,0.1,-0.66,0.03,0.17,1.18,1.34
"gene766",-0.66,0.28,0.44,0.31,0.32,0.76,1.46,0.37,0.45,-0.52,0.16,-1.39,0.3,0.58,1.5,0.37,-1.46,0.7,-0.75,1.2,0.83,-2.89,0.41,1.03,0.04
"gene767",0.44,-0.08,-0.58,0.8,0.47,0.07,-0.7,0.64,-0.18,1.55,0.33,0.9,1.81,1.46,0.61,0.41,0.04,0.53,-0.82,-1.31,-0.2,0.65,-0.7,-2.15,-0.02
"gene768",-0.14,0.03,0.43,0.44,-0.51,0.59,1.39,0.06,0.07,-1.24,-0.65,1.42,0.12,0.5,-0.18,-0.53,1.38,-0.14,1.63,0.53,1.11,0.26,-1.49,-0.31,-0.01
"gene769",0.28,-0.85,0.53,-0.71,1.88,-0.05,-0.4,1.49,1.22,2.05,-2.16,0.63,-1.51,0.97,-0.44,0.32,-1.67,-0.26,0.8,1.28,-0.64,-2.5,-0.79,-0.45,0.38
"gene770",0.41,1.07,-0.33,-0.3,0.08,-0.53,1.1,1.46,0.43,0.64,-1.1,-0.07,0.42,0.17,-1.69,0.29,1.68,0.35,-1.21,-0.4,0.34,0.51,0.44,-2.25,0.35
"gene771",-1.28,1.07,-0.14,1.53,0.8,-1.09,-1.39,0.52,0.32,-1.15,-0.15,-0.19,-0.82,-0.57,0.64,-1.44,0.13,-0.98,-0.01,1.6,-0.7,-1.29,0.55,1.79,-0.56
"gene772",-1.19,1.1,0.94,0.11,1.48,-1.54,0.98,0.3,1.08,0.46,0.91,-0.91,0.46,-0.63,-0.43,1.25,-0.58,-0.49,0.33,0.61,0.25,-0.53,-0.32,0.1,0.05
"gene773",1.1,0.24,1.35,0.3,1.32,-0.7,0.38,0.06,-1.06,0.3,1.01,-1.52,-0.6,-0.3,-1.66,0.94,-1.27,-2.2,0.19,-1.85,-1.4,0.3,2.05,0.1,0
"gene774",0.23,-1.77,-0.54,-0.95,-0.49,-1.42,0,-0.69,0.85,-0.59,0.21,0.63,-0.71,0.47,0.09,-0.91,-1.15,-0.8,-0.32,-1.97,-0.67,0.7,-0.79,2.31,0.22
"gene775",-0.79,0.36,0.48,1.2,0.81,0.36,0.61,-0.98,-1.43,-0.64,0.87,1.48,-1.15,1.05,0.89,-1.99,0.45,0.38,-0.97,-1.62,-0.86,0.67,0.24,-0.43,0.42
"gene776",0.98,-0.13,1.12,0.57,-1.1,0.73,-0.01,2.1,1.51,1.97,-1.62,-0.86,1.82,-1.05,0.52,0.51,2.19,-1.33,1.15,1.24,-0.98,-0.3,0.01,1.38,0.07
"gene777",0.77,-1.35,1.08,-0.6,-0.56,0.14,0.33,-0.27,0.25,-0.64,-0.36,0.34,0.63,-0.24,0.18,-1.87,0.78,0.01,2.19,0.33,0.37,-0.51,-0.48,-0.84,-1.3
"gene778",-0.21,1.33,-1.59,-1.45,0.23,-0.39,-0.12,-1.71,-0.68,0.89,-0.23,0.45,1.28,1.28,-0.16,-2.05,0.93,0.3,0.16,0.83,0.46,-0.59,-0.54,-1.35,-0.35
"gene779",-0.09,0.03,0.28,1.26,-2.21,0.08,-0.95,-0.39,0.78,-0.22,-0.25,0.53,0.2,0.47,0.45,-0.53,-0.82,0.1,-0.6,-1.95,0.91,1.53,-0.65,0.02,0.23
"gene780",-0.72,1.43,-1.09,-1.91,-1.77,-1.47,-1.25,0.7,0.19,1.32,-1.81,-0.32,-0.46,-0.23,0.22,1.49,0.04,-0.58,0.01,0.11,-0.67,0.25,1.16,-0.28,1.97
"gene781",-0.81,0.15,0.53,0.48,0.75,-1.54,-0.23,0.61,-0.65,-0.06,-0.25,0.68,-0.69,0.09,-0.85,-1.2,0.21,0.16,-0.09,-0.34,-1.77,-0.57,0.7,0.24,1.06
"gene782",1.68,0.74,-1.09,-1.41,1.47,0.04,-0.16,0.68,-0.19,1.13,-0.5,-0.45,0.23,-1.46,-1.56,1.03,-0.29,-1.09,1.06,0.05,-1.13,-0.71,-0.87,0.11,0.35
"gene783",3.58,-0.66,1.5,-1.36,1.48,0.81,-1.62,-2.67,0.65,0.66,0.08,0.44,1.57,-0.6,0.41,-0.18,1.19,-1.7,0.14,-0.53,0.13,-0.2,0.53,-0.09,0.21
"gene784",-0.24,0,-1.53,0.18,0.08,1.09,0.55,-0.2,-1.03,0.82,0.68,1.38,-1.12,1.33,-0.29,-0.75,0.69,0.75,0.62,1.11,-1.62,0.53,-1.23,1.41,0.18
"gene785",0.43,1.86,0.51,-0.45,-1.33,0.62,-2.01,0.03,1.71,-0.78,-0.48,0.33,-0.84,1.28,-0.17,0.23,0.82,-0.43,0.44,1.2,-1.24,-0.32,1.02,0.15,0.08
"gene786",1.21,0.23,0.42,0.19,-1.5,0.76,-0.56,0.87,-0.69,0.3,0.54,0.54,-0.93,0.84,0.31,1.37,0.28,2.67,1.63,0.49,-0.54,-1.11,-0.8,0.31,0.14
"gene787",-0.62,-0.22,-0.71,-0.83,-1.98,-1.55,-1.11,-2.32,0.68,-1.36,1.13,-1.21,-0.29,0.27,1.88,-0.27,1.82,1.49,0.38,-0.04,-0.68,1.88,-0.3,-0.43,1.12
"gene788",-0.63,-0.16,-0.75,-1.26,-0.04,-0.02,1.4,-0.02,-0.2,0.26,2.13,0.35,0.45,-0.35,1.34,1.41,-0.06,-1.02,0.61,1.2,0.76,-1.19,-0.92,0.79,-1.56
"gene789",0.9,0.65,1.75,1.1,-0.08,-0.2,-0.07,0.27,1.17,-0.44,1.37,-0.1,0.67,-1.74,-0.2,-0.76,-0.26,0.87,1.86,-1.31,-0.68,0.05,-0.29,-1.03,0.29
"gene790",-0.33,-0.01,0.17,1.3,-1.2,-0.52,2.05,-0.19,-1.2,2.04,1.4,1.38,2.43,-0.5,0.14,-0.61,-0.05,-0.02,0.17,-0.32,1.1,0.94,1.71,-0.25,-0.38
"gene791",1.31,-1.77,-0.44,0.8,0.49,-0.74,-0.75,-0.74,-0.09,0.62,-1.75,-0.95,-0.01,-0.91,1.74,0.86,0.06,-0.08,0.03,-2.33,-0.09,-0.68,-0.39,0.61,-0.31
"gene792",1.67,0.37,0.79,-2.44,0.29,1.03,-0.97,-1.33,0.74,-2.81,-0.01,-1.15,-0.48,-1.78,1.99,0.27,-0.31,-1.26,0.21,0.26,0.6,-0.53,0.17,2.95,-0.35
"gene793",-0.59,-0.37,0.65,-1.19,0.03,0.26,-0.61,-1.49,-0.75,-0.67,0.8,-0.72,0.83,0.8,-0.79,2.1,-1.83,0.48,0.27,0.58,0.64,0.53,-0.73,0.17,0.46
"gene794",-2.72,0.71,0.02,1.53,-0.78,1.05,-1.07,1.03,0.4,-1.56,0.11,-0.14,0.18,-0.31,1.03,-0.92,-2.26,0.31,-0.71,-0.82,0.9,2.82,1.45,1.07,0.65
"gene795",0.64,1.73,1.69,0.03,0.19,-0.2,1.15,1.01,0.64,1.17,-1.1,-0.92,-0.11,1.83,-0.53,1.49,-1.05,-0.86,0.21,-0.66,0.59,1.9,-0.02,-0.98,0.1
"gene796",0.04,1.69,-0.88,-0.05,0,0.05,-1.42,-1.8,0.3,-0.24,0.42,-0.15,1.91,0.32,1.34,-0.55,-1.22,-0.24,-0.77,1.37,-1,-0.44,-0.89,1.07,-2.18
"gene797",-2.56,-1.14,0.77,1.13,-0.77,0.53,-1.23,0.27,-0.6,0.26,0.33,0.32,0.61,-0.35,0.66,-0.99,0.47,0.64,-0.74,-0.16,-1.13,-0.51,-0.44,-0.29,-1.6
"gene798",2.1,0.73,2.33,1.87,0.72,0.45,2.34,0.76,3.23,0.74,-0.4,-0.32,2.64,3.08,1.27,1.12,-1.08,1.18,1.76,1.06,3.32,0.21,0.57,1.14,-0.67
"gene799",-0.21,-1.34,-1.26,1.74,0.18,-0.33,0.2,2.02,-0.14,0.57,-0.7,2.5,-0.82,1.16,0.12,1.16,0.62,-3.23,-1.81,-1.44,-1.87,-0.87,-1.39,0.51,-0.4
"gene800",-0.89,0.49,0.02,0,1.86,0.86,-0.68,-1.71,-0.28,0.16,-0.18,-0.69,0.43,-0.1,-0.43,-0.96,-0.38,-1.58,0.39,-0.07,0.38,0.8,0.27,0.23,-0.63
"gene801",-1.73,-1.78,-0.48,0.64,-0.71,-0.02,-0.71,0.41,-0.12,-0.93,0.2,2.56,-0.79,-0.95,-0.43,0.14,0.92,2.9,-0.52,-0.33,0.84,0.14,0.27,0.71,0.67
"gene802",1.8,0.72,-1.17,-0.93,0.47,1.36,1.2,1.67,0.95,-0.54,0.6,-0.32,0.52,0.71,-0.33,0.74,0.1,0.96,1.12,0.61,0.22,1.75,-0.49,0.15,0.61
"gene803",0.01,1.14,0.08,-1.05,0.22,-1.39,-2.57,0.5,-1.11,-1.31,0.87,0.73,-1.89,-0.03,0.74,-1.37,-0.07,-0.18,-0.75,-0.59,-0.03,1.28,-0.72,1.13,-0.28
"gene804",-0.64,-0.76,0.77,0.92,0.29,-0.88,-0.39,2.14,0.49,0.6,0.09,-0.3,-0.17,-0.72,-0.11,-0.13,0.99,1.22,-0.69,1.59,-0.65,-0.39,-0.17,-0.6,0.15
"gene805",0.18,0.66,0.09,0.51,-0.77,-0.04,0.48,-0.2,-0.47,0.83,-0.43,-0.12,-0.06,0.34,1.6,-0.95,-1.22,0.14,1.39,-1,0.18,0.94,-1.23,-0.99,0.09
"gene806",-0.31,0.81,0.07,0.6,-0.06,2.2,-1.78,-0.69,1.94,0.96,-1.6,1.04,-0.84,1,-0.07,0.8,0.02,1.74,-0.04,-0.91,0.68,1.22,0.61,-0.5,-1.07
"gene807",2.47,-0.05,-1.52,-0.11,-0.4,0.69,-0.9,-2.23,0.16,0.7,0.81,-0.39,-0.67,0.89,-0.92,0.85,-0.74,-1.05,-1.79,0.83,-0.62,0.64,1.81,0.88,-0.62
"gene808",-1.54,0.32,1,0.13,2.29,-0.52,0.33,0.75,-2.06,-0.18,-0.43,-0.74,-1.52,-0.64,0.01,1,0.02,-1.16,-0.34,-2.6,-0.05,-0.09,-0.08,-0.85,0.7
"gene809",0.18,-0.51,0.42,-0.57,-0.53,-1.24,0.67,-0.52,-1.36,0.39,-0.48,-0.08,-0.71,1.41,0.07,0.27,1.57,-0.53,0.71,0.12,-0.96,0.1,-0.47,-0.09,0.94
"gene810",1.26,-0.57,1.93,0.06,-0.75,-0.77,-0.57,-0.43,0.72,-0.58,-0.38,0.18,-0.07,-0.28,-0.91,-0.2,-0.04,0.23,0.43,0.91,0.53,0,-0.17,0.54,-0.49
"gene811",1.09,-0.07,-0.2,0.43,-0.6,0.09,-0.04,-0.45,0.18,-1.66,0.52,-0.61,-0.86,0.26,-0.77,-0.29,-0.24,0.25,0.97,-1.04,1.45,-1.03,-0.24,-2,1.18
"gene812",-1.2,0.44,-0.83,-1.04,0.81,-0.91,-0.29,-0.27,-0.7,-0.7,0.46,0.01,1.75,0.03,1.51,-0.45,1.24,1.29,-0.56,-0.93,0.32,-0.43,0.4,0.67,0.39
"gene813",0.63,1.29,-0.25,0.63,-1.63,-0.75,-0.4,-0.48,2.25,-0.38,-0.04,-0.83,-0.85,1.69,-0.06,-1.09,-0.68,-0.2,-1.15,-0.41,0.59,1.54,0.87,-0.19,-0.9
"gene814",0.74,-0.96,0.65,-0.42,0.52,-1.74,2.69,0.9,-0.93,0.99,-0.73,0.54,0.54,0.45,2.52,1.16,-0.22,0.14,1.62,-0.73,1.09,-0.39,0.5,0.4,1.44
"gene815",-1.12,-0.71,-1.29,-0.06,0.04,-1.76,-0.62,1.14,1.52,-1.94,-0.79,1.88,1.27,1.06,1.1,-0.23,0.87,-0.36,1.26,-0.09,-0.7,-1.77,-0.89,0.52,-0.96
"gene816",0.12,-1.54,-0.31,0.61,-1.48,-0.11,1.43,0.23,1.28,-1.44,0.68,-0.71,-0.15,0.62,1.62,-0.35,0.56,-0.07,-1.45,0.9,0.99,-0.25,0.94,0.68,0.57
"gene817",0.84,1.52,0.03,-1.63,0.54,-1.1,0.21,1.29,-0.36,1.1,0.32,-0.15,-0.16,-1.1,-0.72,-1.97,0.53,0.41,0.08,-0.35,0.78,0.06,-0.5,-0.94,-0.97
"gene818",-0.37,1.76,2.44,0.61,3.11,2.87,0.43,2.76,2.23,0.96,2.98,2.73,2.3,1.49,1.03,2.71,2.92,0.7,3.06,-0.05,0.98,0.56,1.62,1.78,0.03
"gene819",-0.11,-0.2,-0.08,0.25,1.06,-0.05,1.56,0.51,-0.84,1.46,0.32,0.05,-1.89,-0.53,-0.91,2.68,-0.1,1.53,-0.46,-0.83,-1.47,0.95,0.24,0.44,0.98
"gene820",-0.06,-0.7,0.87,0.68,0.1,0.92,0.02,0.51,0.19,0.71,2.5,-0.78,1.13,0.9,0.64,0.34,-0.35,0.35,0.83,-0.47,-2.97,-0.41,0.66,-1.22,-2.55
"gene821",1.06,-0.34,-0.32,1.22,1.64,-0.08,0.67,-0.5,0.01,1.64,1.36,-0.51,0.32,0.26,0.62,-0.83,-0.07,1.71,-0.69,0.48,-1.1,0.6,-0.42,1.06,1.19
"gene822",-0.87,0.21,0.58,-0.86,-0.17,-0.67,-1.51,1.65,0.17,0.97,0.73,-0.92,-0.61,-0.11,1.2,0.94,-1.48,-0.8,0.38,-0.18,-0.83,-0.14,-0.27,-0.68,0.81
"gene823",-0.5,0.02,-0.08,1.36,-0.61,-0.17,-0.24,-0.35,0.01,-1.2,-1.13,2.11,0.97,0.45,-0.89,0.98,0.72,-0.57,-0.02,-0.06,0.13,0.37,0.77,0.01,0.65
"gene824",1.37,-1.02,-1.04,-0.09,-0.76,1.88,-0.01,1.25,-1.68,-0.79,0.07,-1.35,0.09,0.06,-1.4,0.6,-1.25,-0.34,-1.13,-1.37,0.23,-0.35,-0.67,0.92,0.51
"gene825",-1.08,-0.13,-1.12,0.33,0.51,0.8,-0.71,-0.91,-0.28,-1.68,-0.01,0.42,-0.71,0.36,0.12,0.41,-0.6,-0.26,0.33,-0.37,0.39,-0.72,-1.15,-0.1,-0.44
"gene826",-0.24,-1.13,-0.8,-1.92,1.39,0.95,-1.1,-0.44,0.83,0.11,-0.03,0.02,0.26,-0.73,-0.9,0.69,-0.13,0.13,-1.2,0.18,-0.57,-0.24,-1.11,-0.03,0.45
"gene827",-0.05,0.43,-0.1,0.95,-0.38,-0.07,-1.79,2.19,-1.27,0.42,1.29,0.57,-0.67,1.06,-0.56,-1.05,0.34,-0.84,0.05,-0.15,0.78,-0.44,0.25,-0.61,0.36
"gene828",0.99,-1.26,-0.01,-0.77,1.91,1.02,-0.39,1.3,-0.76,-0.86,-0.74,1.36,1.57,-0.4,-1.91,1.55,0.24,-1.41,-0.08,0.16,-0.11,-0.99,1.01,0.48,-1.01
